   MJD       EECO-REF    NIST-REF NS      DATE    COMMENTS
=========    ========    ======== ==    ========  ========
 48397.0      -20.082     -17.664 3 21-MAY-91  AW
 48398.0      -21.350     -17.627 3 22-MAY-91  AW
 48399.0      -19.860     -17.577 3 23-MAY-91  AW
 48400.0      -21.278     -17.525 3 24-MAY-91  AW
 48403.0      -25.360     -17.373 3 27-MAY-91  AW
 48407.0      -22.118     -17.179 3 31-MAY-91  AW
 48410.29     -26.751     -17.048 3  3-JUN-91
 48419.1      -20.449     -16.679 3 12-JUN-91  AW
 48420.27     -22.350     -16.628 3 13-JUN-91
 48426.9      355.140     -16.390 3 19-JUN-91  AW
 48433.1      -18.125     -16.128 3 26-JUN-91  AW
 48434.20     -19.786     -16.058 3 27-JUN-91
 48435.1     -461.034     -16.011 3 28-JUN-91  AW
 48435.20    -461.252     -16.006 3 28-JUN-91
 48436.1      -16.518     -15.961 3 29-JUN-91  AW
 48437.1      -18.058     -15.910 3 30-JUN-91  AW
 48438.1      -19.669     -15.835 3  1-JUL-91  AW
 48439.1      -21.075     -15.797 3  2-JUL-91  AW
 48440.1      -17.550     -15.758 3  3-JUL-91  AW
 48441.1      -18.049     -15.723 3  4-JUL-91  AW
 48442.1      -19.636     -15.689 3  5-JUL-91  AW
 48442.9      -21.172     -15.662 3  5-JUL-91  AW
 48443.1      -21.172     -15.656 3  6-JUL-91  AW
 48444.1      -22.656     -15.623 3  7-JUL-91  AW
