   MJD       EECO-REF    NIST-REF NS   DATE    COMMENTS	
 49912.89       0.0        -0.266 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.91       0.0        -0.100 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.93       0.0        -0.310 g 14-JUL-95  MK Effelsberg: maser-GPS
 49913.06       0.0        -0.536 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.10       0.0        -0.547 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.14       0.0        -0.526 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.18       0.0        -0.347 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.26       0.0        -0.051 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.31       0.0        -0.478 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.35       0.0        -0.269 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.39       0.0        -0.367 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.43       0.0        -0.379 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.45       0.0        -0.336 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.47       0.0        -0.248 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.55       0.0        -0.598 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.59       0.0        -0.554 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.64       0.0        -0.488 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.76       0.0        -0.562 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.78       0.0        -0.699 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.80       0.0        -0.519 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.82       0.0        -0.557 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.84       0.0        -0.425 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.87       0.0        -0.220 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.89       0.0        -0.119 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.91       0.0        -0.304 g 15-JUL-95  MK Effelsberg: maser-GPS
 49913.93       0.0        -0.210 g 15-JUL-95  MK Effelsberg: maser-GPS
 49914.02       0.0        -0.630 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.05       0.0        -0.561 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.14       0.0        -0.597 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.18       0.0        -0.495 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.26       0.0        -0.421 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.30       0.0        -0.575 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.34       0.0        -0.331 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.38       0.0        -0.253 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.43       0.0        -0.246 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.47       0.0        -0.254 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.55       0.0        -0.618 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.59       0.0        -0.570 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.63       0.0        -0.496 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.73       0.0        -0.379 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.76       0.0        -0.654 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.80       0.0        -0.569 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.82       0.0        -0.614 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.84       0.0        -0.404 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.88       0.0        -0.314 g 16-JUL-95  MK Effelsberg: maser-GPS
 49914.93       0.0        -0.379 g 16-JUL-95  MK Effelsberg: maser-GPS
 49915.02       0.0        -0.648 g 17-JUL-95  MK Effelsberg: maser-GPS
 49915.05       0.0        -0.573 g 17-JUL-95  MK Effelsberg: maser-GPS
 49915.07       0.0        -0.531 g 17-JUL-95  MK Effelsberg: maser-GPS
 49915.09       0.0        -0.589 g 17-JUL-95  MK Effelsberg: maser-GPS
 49915.13       0.0        -0.347 g 17-JUL-95  MK Effelsberg: maser-GPS
 49915.18       0.0        -0.456 g 17-JUL-95  MK Effelsberg: maser-GPS
 49915.22       0.0        -0.452 g 17-JUL-95  MK Effelsberg: maser-GPS
 49928.22       0.0        -0.838 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.26       0.0        -1.109 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.31       0.0        -0.992 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.34       0.0        -0.807 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.39       0.0        -0.915 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.43       0.0        -0.918 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.53       0.0        -1.188 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.59       0.0        -1.095 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.72       0.0        -1.196 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.80       0.0        -0.970 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.82       0.0        -0.929 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.84       0.0        -0.750 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.88       0.0        -0.874 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.89       0.0        -1.068 g 30-JUL-95  MK Effelsberg: maser-GPS
 49928.98       0.0        -1.245 g 30-JUL-95  MK Effelsberg: maser-GPS
 49929.03       0.0        -1.324 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.05       0.0        -1.194 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.09       0.0        -1.094 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.18       0.0        -0.959 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.22       0.0        -0.880 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.26       0.0        -1.225 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.30       0.0        -0.933 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.34       0.0        -0.869 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.38       0.0        -0.937 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.42       0.0        -0.843 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.51       0.0        -1.249 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.59       0.0        -1.111 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.74       0.0        -1.341 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.78       0.0        -1.266 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.84       0.0        -0.934 g 31-JUL-95  MK Effelsberg: maser-GPS
 49929.98       0.0        -1.285 g 31-JUL-95  MK Effelsberg: maser-GPS
 49930.01       0.0        -1.106 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.13       0.0        -1.244 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.18       0.0        -1.021 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.22       0.0        -0.895 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.26       0.0        -1.157 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.34       0.0        -0.904 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.42       0.0        -0.942 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.51       0.0        -1.287 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.68       0.0        -1.091 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.72       0.0        -1.398 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.80       0.0        -1.005 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.88       0.0        -0.971 g 01-AUG-95  MK Effelsberg: maser-GPS
 49930.98       0.0        -1.321 g 01-AUG-95  MK Effelsberg: maser-GPS
 49931.01       0.0        -1.212 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.09       0.0        -1.303 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.13       0.0        -1.170 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.21       0.0        -0.939 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.26       0.0        -1.253 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.34       0.0        -0.941 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.38       0.0        -1.129 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.42       0.0        -0.945 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.50       0.0        -1.350 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.57       0.0        -1.270 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.59       0.0        -1.231 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.68       0.0        -1.127 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.72       0.0        -1.304 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.75       0.0        -1.295 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.79       0.0        -1.189 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.82       0.0        -1.220 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.84       0.0        -0.912 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.88       0.0        -1.069 g 02-AUG-95  MK Effelsberg: maser-GPS
 49931.97       0.0        -1.387 g 02-AUG-95  MK Effelsberg: maser-GPS
 49932.01       0.0        -1.352 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.09       0.0        -1.277 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.17       0.0        -1.062 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.21       0.0        -1.090 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.25       0.0        -1.357 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.29       0.0        -1.079 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.33       0.0        -1.035 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.37       0.0        -1.227 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.40       0.0        -1.074 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.42       0.0        -0.926 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.50       0.0        -1.394 g 03-AUG-95  MK Effelsberg: maser-GPS
 49932.52       0.0        -1.388 g 03-AUG-95  MK Effelsberg: maser-GPS
 49960.05       0.0        -3.252 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.09       0.0        -3.152 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.13       0.0        -3.019 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.18       0.0        -3.324 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.22       0.0        -3.130 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.26       0.0        -3.030 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.30       0.0        -3.135 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.32       0.0        -2.890 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.34       0.0        -2.925 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.42       0.0        -3.367 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.46       0.0        -3.317 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.51       0.0        -3.256 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.63       0.0        -3.446 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.65       0.0        -3.515 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.69       0.0        -3.317 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.72       0.0        -3.168 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.76       0.0        -3.005 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.78       0.0        -2.972 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.80       0.0        -3.143 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.89       0.0        -3.404 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.94       0.0        -3.416 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.98       0.0        -3.277 g 31-AUG-95  MK Effelsberg: maser-GPS
 49960.09       0.0        -3.152 g 01-SEP-95  MK Effelsberg: maser-GPS
 49961.02       0.0        -3.311 g 01-SEP-95  MK Effelsberg: maser-GPS
 49961.05       0.0        -3.234 g 01-SEP-95  MK Effelsberg: maser-GPS
 49961.09       0.0        -3.286 g 01-SEP-95  MK Effelsberg: maser-GPS
 49961.13       0.0        -3.000 g 01-SEP-95  MK Effelsberg: maser-GPS
 49961.17       0.0        -3.193 g 01-SEP-95  MK Effelsberg: maser-GPS
 49961.21       0.0        -3.181 g 01-SEP-95  MK Effelsberg: maser-GPS
 49961.25       0.0        -3.114 g 01-SEP-95  MK Effelsberg: maser-GPS
 49990.00       0.0        -3.114 g 01-SEP-95  MK Effelsberg: maser-GPS
